word,freq
przedłużony,73
przedłużonym,4
przedłużoną,2
przedłuży,2
przedłużyć,71
przefermentowanego,3
przegląd,19
przeglądami,1
przeglądania,26
przeglądanie,9
przeglądać,27
przeglądem,2
przeglądom,2
przeglądowe,11
przeglądowego,15
przeglądowemu,1
przeglądowi,2
przeglądowych,1
przeglądowym,2
przeglądu,41
przeglądy,7
przeglądzie,4
przeglądów,25
przegradzanie,1
przegranej,2
przegranie,1
przegrody,2
przegrodą,3
przegrodę,1
przegrywająca,1
przegrywającą,1
przegrywaniem,1
przegród,2
przegłosowanego,1
przegłosowanej,1
przegłosowany,1
przeholowania,1
przeholowanie,2
przeinaczeniom,1
przejawem,2
przejawia,3
przejawiająca,1
przejawiających,1
przejawiającą,1
przejawiane,1
przejawianej,1
przejawianiem,2
przejawianych,1
przejawianymi,1
przejawy,2
przejawów,2
przejazd,50
przejazdach,2
przejazdami,1
przejazdowe,2
przejazdu,148
przejazdy,42
przejazdów,75
przejdą,3
przejechanych,6
przejezdne,4
przejezdności,4
przejeździe,2
przejeżdżając,1
przejeżdżania,1
przejmie,14
przejmowana,2
przejmowane,4
przejmowanego,4
przejmowanej,62
przejmowania,4
przejmowanie,3
przejmowaniem,1
przejmowaniu,1
przejmowany,9
przejmowanych,16
przejmowanym,1
przejmowaną,5
przejmować,1
przejmuje,127
przejmują,41
przejmując,7
przejmująca,18
przejmujące,8
przejmującego,11
przejmującej,93
przejmujący,12
przejmujących,17
przejmującym,3
przejmującymi,1
przejmującą,43
przejmą,6
przejrzenia,7
przejrzyste,3
przejrzystego,2
przejrzystej,2
przejrzystości,20
przejrzystością,1
przejrzystość,10
przejrzysty,3
przejąć,19
przejął,18
przejęci,1
przejęcia,179
przejęcie,94
przejęciem,10
przejęciu,29
przejęli,2
przejęta,3
przejęte,41
przejętego,14
przejętej,31
przejęto,1
przejęty,5
przejętych,58
przejętym,4
przejętymi,3
przejętą,1
przejęła,6
przejęły,12
przejścia,97
przejściach,7
przejściami,1
przejście,39
przejściem,24
przejściowe,193
przejściowego,28
przejściowej,2
przejściowo,17
przejściowy,5
przejściowych,11
przejściowym,6
przejściowymi,3
przejściową,1
przejściu,18
przejść,31
przekaz,8
przekazali,6
przekazami,2
przekazana,41
przekazane,176
przekazanego,7
przekazanej,29
przekazania,458
przekazanie,222
przekazaniem,33
przekazaniu,153
przekazano,24
przekazany,39
przekazanych,157
przekazanym,3
przekazanymi,2
przekazaną,7
przekazać,223
przekazał,21
przekazała,3
przekazało,3
przekazały,6
przekazem,2
przekazom,3
przekazowi,1
przekazu,65
przekazuje,975
przekazują,175
przekazując,37
przekazująca,8
przekazującego,15
przekazującej,3
przekazujący,6
przekazujących,1
przekazy,14
przekazywana,36
przekazywane,241
przekazywanego,9
przekazywanej,10
przekazywania,543
przekazywanie,140
przekazywaniem,17
przekazywaniu,42
przekazywany,13
przekazywanych,96
przekazywanym,3
przekazywanymi,2
przekazywaną,2
przekazywać,71
przekazywał,1
przekazów,40
przekaźnika,1
przekaże,60
przekażą,31
przekierowane,1
przeklasyfikowania,1
przeklasyfikowanie,2
przeklasyfikowaniu,1
przeklasyfikowany,1
przeklasyfikować,1
przekonania,20
przekonaniach,1
przekonaniami,2
przekonanie,6
przekonaniu,11
przekonany,1
przekonań,10
przekonywanie,2
przekopanie,1
przekr,1
przekracz,1
przekracza,664
przekraczają,47
przekraczając,6
przekraczająca,2
przekraczające,27
przekraczającego,14
przekraczającej,277
przekraczającemu,2
przekraczający,70
przekraczających,50
przekraczającym,75
przekraczającymi,2
przekraczającą,51
przekraczane,2
przekraczania,34
przekraczanie,4
przekraczaniem,2
przekraczaniu,1
przekraczać,227
przekraczał,1
przekraczała,18
przekraczałaby,4
przekraczało,1
przekraczały,4
przekreślenie,1
przekroczenia,187
przekroczeniach,1
przekroczenie,146
przekroczeniem,17
przekroczeniu,26
przekroczeń,20
przekroczona,9
przekroczone,11
przekroczony,6
przekroczonych,2
przekroczy,71
przekroczyć,318
przekroczył,32
przekroczyła,25
przekroczyłaby,1
przekroczyłby,1
przekroczyło,3
przekroczyły,25
przekroczą,9
przekroje,1
przekroju,3
przekształca,33
przekształcają,12
przekształcana,7
przekształcane,2
przekształcanej,24
przekształcania,46
przekształcanie,15
przekształcaniem,1
przekształcaniu,2
przekształcanych,5
przekształcanym,1
przekształcaną,2
przekształcać,6
przekształcenia,191
przekształceniach,4
przekształcenie,52
przekształceniem,20
przekształceniom,1
przekształceniu,38
przekształceń,20
przekształci,3
przekształcić,2
przekształcona,11
przekształcone,3
przekształconego,13
przekształconej,33
przekształcony,5
przekształconych,8
przekształconymi,1
przekształconą,5
przekształcą,3
przekupstwa,14
przekupstwie,5
przekupstwo,3
przekwalifikowana,1
przekwalifikowania,27
przekwalifikowanie,11
przekwalifikowaniem,1
przekwalifikowaniu,4
przekwalifikowywanie,1
przekwalifikuje,1
przekwaterowania,1
przekwaterowanie,2
przekwaterowaniem,1
przekwaterowaniu,1
przekład,5
przekłada,3
przekładniowe,1
przekładu,1
przekładzie,3
przelania,1
przelew,7
przelewa,3
przelewach,1
przelewami,1
przelewać,1
przelewem,6
przelewie,1
przelewu,41
przelewy,2
przelewów,12
przelicza,21
przeliczając,2
przeliczana,1
przeliczanego,2
przeliczanej,2
przeliczania,12
przeliczanie,1
przeliczaniu,2
przelicze,1
przeliczen,3
przeliczenia,36
przeliczeniach,1
przeliczenie,11
przeliczeniem,3
przeliczeniowa,3
przeliczeniowe,5
przeliczeniowego,30
przeliczeniowej,4
przeliczeniowy,6
przeliczeniowych,20
przeliczeniowym,1
przeliczeniową,6
przeliczeniu,216
przeliczeniuazot,1
przeliczeń,1
przelicznik,3
przeliczniki,4
przeliczników,3
przeliczone,15
przeliczonego,31
przeliczonej,21
przeliczonych,3
przeliczoną,6
przelisiarc,1
przelizawierając,1
przelot,1
przelotne,1
przelotu,3
przemawia,43
przemawiają,64
przemawiające,7
przemawiających,7
przemian,6
przemianom,1
przemiany,1
przemiał,4
przemiału,3
przemiennego,1
przemieszcza,8
przemieszczające,2
przemieszczających,7
przemieszczane,17
przemieszczania,83
przemieszczanie,26
przemieszczaniem,7
przemieszczaniu,14
przemieszczany,1
przemieszczanych,11
przemieszczać,1
przemieszczenia,13
przemieszczenie,9
przemieszczeniem,1
przemieszczeniu,3
przemieszczeń,3
przemieszczone,2
przemieszczony,1
przemieścić,1
przemijającej,1
przemijającym,1
przemilcza,2
przemilczanie,1
przemilczenia,1
przemilczenie,1
przemnożenia,3
przemnożone,1
przemoc,8
przemocy,31
przemocą,29
przemycie,1
przemyski,2
przemyskim,1
przemysł,14
przemysłach,3
przemysłow,4
przemysłowa,3
przemysłowe,41
przemysłowego,161
przemysłowej,126
przemysłowi,43
przemysłowo,4
przemysłowy,24
przemysłowych,97
przemysłowym,18
przemysłowymi,5
przemysłową,17
przemysłu,203
przemysłów,9
przemyt,1
przemytu,2
przemyśl,4
przemyśle,20
przemówieniach,1
przemówień,3
przeniesie,4
przeniesienia,292
przeniesieniach,6
przeniesienie,226
przeniesieniem,16
przeniesieniu,43
przeniesień,33
przeniesiona,13
przeniesione,30
przeniesionego,12
przeniesionemu,12
przeniesiono,3
przeniesiony,52
przeniesionych,7
przeniesionym,2
przenieść,61
przenikając,1
przenikającego,6
przenikaniem,5
przenikaniu,4
przeniosą,3
przeniósł,8
przenosi,76
przenosić,9
przenoszeni,10
przenoszenia,48
przenoszenie,5
przenoszeniem,1
przenoszeniu,6
przenoszona,2
przenoszone,21
przenoszonego,2
przenoszonemu,4
przenoszony,1
przenoszonych,9
przenoszonym,4
przenoszonymi,1
przenoszą,2
przenosząc,2
przenoszące,2
przenoszącego,1
przenoszącej,14
przenoszący,1
przenoszących,4
przenoszącym,1
przenoszącą,1
przenośne,13
przenośniki,8
przenośnikowe,1
przenośnikowych,1
przenośny,1
przenośnych,5
przenośnymi,1
przenośną,1
przeobrażeniom,1
przeoczeń,1
przeorganizowanych,1
przepadek,198
przepadkiem,27
przepadkowi,50
przepadku,164
przepakowania,1
przepakowaniu,1
przepakowuje,1
przepakowywane,1
przepakowywania,3
przepakowywanie,7
przepis,1654
przepisach,2376
przepisami,1439
przepisanego,11
przepisany,1
przepisanych,1
przepisanym,10
przepisem,17
przepisie,86
przepisom,176
przepisowego,1
przepisowi,8
przepisu,725
przepisw,6
przepisy,5839
przepisywane,7
przepisywania,2
przepisywanych,3
przepisów,5343
przepiórka,1
przepiórki,1
przepompowni,1
przepompownie,1
przepona,2
przeponowe,5
przeponowych,2
przepracowali,7
przepracowane,3
przepracowanego,5
przepracowania,6
przepracowaniem,1
przepracowaniu,13
przepracowany,17
przepracowanych,15
przepracować,1
przepracował,15
przepracowała,2
przepracowały,6
przepracuje,1
przepraw,2
przepro,1
przeprosin,2
przeproszenia,8
przeprowa,3
przeprowadza,449
przeprowadzają,75
przeprowadzając,7
przeprowadzająca,10
przeprowadzające,13
przeprowadzającego,13
przeprowadzającej,14
przeprowadzającemu,3
przeprowadzający,37
przeprowadzających,18
przeprowadzającym,5
przeprowadzającymi,1
przeprowadzającą,3
przeprowadzana,51
przeprowadzane,58
przeprowadzanego,20
przeprowadzanej,27
przeprowadzanemu,3
przeprowadzania,617
przeprowadzanie,96
przeprowadzaniem,16
przeprowadzaniu,41
przeprowadzano,2
przeprowadzany,16
przeprowadzanych,88
przeprowadzanym,9
przeprowadzanymi,6
przeprowadzaną,13
przeprowadzać,52
przeprowadzenia,750
przeprowadzenie,353
przeprowadzeniem,68
przeprowadzeniu,229
przeprowadzi,10
przeprowadzili,2
przeprowadzić,100
przeprowadził,7
przeprowadziła,2
przeprowadziły,3
przeprowadzki,4
przeprowadzona,31
przeprowadzone,73
przeprowadzonego,47
przeprowadzonej,79
przeprowadzono,37
przeprowadzony,18
przeprowadzonych,142
przeprowadzonym,7
przeprowadzonymi,1
przeprowadzoną,4
przeprowadzą,5
przepuklinowych,1
przepustek,6
przepustka,1
przepustki,12
przepustnica,1
przepustowości,22
przepustów,1
przepuszczalności,1
przepuszczone,1
przepędu,1
przepędzania,2
przepędzanie,1
przepławek,3
przepławkach,1
przepływ,4
przepływach,1
przepływają,1
przepływającego,2
przepływami,1
przepływem,4
przepływie,2
przepływomierze,5
przepływowej,1
przepływowych,3
przepływu,36
przepływy,60
przepływów,35
przerabia,17
przerabiając,1
przerabiane,1
przerabianego,3
przerabiania,2
przerabianie,4
przerabianiem,3
przerabianiu,1
przerabiać,3
przereagowaną,1
przerejestrowaniu,1
przerobem,6
przerobie,5
przerobienia,2
przerobienie,1
przerobieniem,3
przerobione,7
przerobionego,1
przerobiony,6
przerobionych,2
przerobionym,2
przerobionymi,5
przerobił,2
przerobowej,1
przerobu,60
przerost,1
przerw,46
przerwa,42
przerwach,1
przerwami,5
przerwana,2
przerwane,1
przerwanego,1
przerwanej,2
przerwania,22
przerwanie,7
przerwaniem,1
przerwaniu,8
przerwano,7
przerwany,4
przerwaną,3
przerwać,12
przerwał,5
przerwała,1
przerwie,15
przerwy,94
przerwą,6
przerwę,30
przerywa,38
przerywane,1
przerywanego,14
przerywania,9
przerywany,1
przerywać,5
przerzutach,2
przerzutu,1
przerzuty,2
przerzutów,2
przerób,16
przeróbce,2
przeróbcze,1
przeróbek,1
przeróbka,10
przeróbki,13
przeróbkę,1
przesadzenia,7
przesadzenie,3
przesadzone,3
przesiadkami,4
przesiedla,1
przesiedlają,4
przesiedlające,1
przesiedlających,1
przesiedlał,1
przesiedlenia,4
przesiedlenie,1
przesiedleniowej,1
przesiedleniu,1
przesiedlić,1
przesiedliła,1
przesiedlonych,2
przesiew,16
przesiewowych,1
przesiewowym,1
przestaje,16
przestają,14
przestali,3
przestanie,7
przestaną,2
przestarzałego,2
przestawiania,9
przestawianie,1
przestawienia,1
przestał,54
przestała,8
przestałaby,1
przestało,7
przestały,20
przestojowe,3
przestojowego,2
przestoju,27
przestrajanie,3
przestrzega,56
przestrzegają,1
przestrzegając,10
przestrzegającego,1
przestrzegających,1
przestrzegane,5
przestrzegania,294
przestrzeganie,52
przestrzeganiem,98
przestrzeganiu,9
przestrzegać,42
przestrzegał,16
przestrzegały,2
przestrzeliwanie,1
przestrzeni,39
przestrzeniach,2
przestrzenie,3
przestrzenią,3
przestrzenna,5
przestrzenne,11
przestrzennego,434
przestrzennej,191
przestrzennie,1
przestrzenno,1
przestrzenny,7
przestrzennych,82
przestrzennym,80
przestrzenną,7
przestrzeń,5
przestworzach,2
przestój,6
przestępczej,3
przestępczości,20
przestępczością,7
przestępczych,3
przestępczym,7
przestępczymi,1
przestępczą,1
przestępców,1
przestępne,3
przestępnego,4
przestępnym,1
przestępną,1
przestępstw,246
przestępstwa,1066
przestępstwach,15
przestępstwami,3
przestępstwem,51
przestępstwie,43
przestępstwo,781
przestępstwom,12
przestępstwu,2
przesunięcia,11
przesunięcie,4
przesunięciu,1
przesunięty,4
przesunięć,2
przesunąć,2
przesuwa,1
przesuwania,1
przesuwanie,1
przesyła,210
przesyłają,13
przesyłając,28
przesyłających,1
przesyłana,3
przesyłane,30
przesyłanej,4
przesyłania,67
przesyłanie,21
przesyłaniem,36
przesyłaniu,5
przesyłany,1
przesyłanych,12
przesyłać,6
przesyłce,23
przesyłek,34
przesyłka,14
przesyłkach,2
przesyłki,67
przesyłką,5
przesyłkę,9
przesyłowe,6
przesyłowego,71
przesyłowej,39
przesyłowy,2
przesyłowych,40
przesyłowym,4
przesyłowymi,5
przesyłową,2
przesyłu,2
przeszacowana,2
przeszacowanej,2
przeszacowania,11
przeszacowanie,1
przeszacowaniu,1
przeszacować,1
przeszczepia,1
przeszczepiający,1
przeszczepiającym,1
przeszczepiającymi,1
przeszczepiania,16
przeszczepianie,2
przeszczepianiem,2
przeszczepianiu,12
przeszczepienia,32
przeszczepienie,4
przeszczepieniu,1
przeszczepień,3
przeszczepione,1
przeszczepiono,1
przeszczepić,1
przeszczepu,9
przeszedł,4
przeszkadza,11
przeszkadzają,1
przeszkadzać,2
przeszkadzało,3
przeszkadzałoby,3
przeszkoda,5
przeszkodach,2
przeszkody,98
przeszkodzenia,1
przeszkodzie,45
przeszkodą,6
przeszkodę,4
przeszkolenia,33
przeszkolenie,38
przeszkoleniu,3
przeszkolone,5
przeszkolonego,1
przeszkolony,2
przeszkolonych,2
przeszkoloną,1
przeszkód,40
przeszli,3
przeszukania,53
przeszukanie,19
przeszukaniu,13
przeszukać,2
przeszukań,1
przeszukiwanego,1
przeszukiwanej,1
przeszukiwania,11
przeszukiwanie,8
przeszukiwać,2
przeszukuje,1
przeszukujących,1
przeszła,2
przeszłości,19
przeszły,9
przeszłych,2
przeszłym,2
przesądza,2
przesłana,6
przesłance,1
przesłane,14
przesłanego,4
przesłanej,2
przesłanek,52
przesłania,24
przesłanie,18
przesłaniem,8
przesłaniu,7
przesłanka,4
przesłankami,3
przesłanki,100
przesłanką,2
przesłankę,3
przesłano,3
przesłany,2
przesłanych,3
przesłaną,1
przesłać,39
przesłał,6
przesłuchana,4
przesłuchane,7
przesłuchanego,3
przesłuchanej,2
przesłuchani,1
przesłuchania,72
przesłuchanie,35
przesłuchaniem,6
przesłuchaniu,13
przesłuchano,1
przesłuchany,7
przesłuchanych,2
przesłuchać,16
przesłuchań,3
przesłuchiwana,1
przesłuchiwane,3
przesłuchiwanego,1
przesłuchiwanej,17
przesłuchiwania,12
przesłuchiwanie,1
przesłuchiwanym,1
przesłuchiwać,22
przesłuchuje,24
przesłuchującego,2
przesłuchujący,7
przesłużeniu,4
przesłużył,1
przetaczania,1
przetarg,37
przetargach,2
przetargi,3
przetargiem,8
przetargowa,10
przetargowe,9
przetargowego,15
przetargowej,19
przetargowych,1
przetargowym,6
przetargową,9
przetargu,229
przetargów,9
przeterminowane,2
przeterminowanego,1
przeterminowanych,2
przetestowanie,1
przetransferować,1
przetrwalnikowych,1
przetrwania,4
przetrzymania,5
przetrzymanie,7
przetrzymaniem,1
przetrzymany,2
przetrzymuje,2
przetrzymującego,1
przetrzymywane,4
przetrzymywania,27
przetrzymywanie,10
przetrzymywaniu,1
przetrzymywanych,1
przetwa,1
przetwarza,34
przetwarzają,6
przetwarzająca,1
przetwarzające,1
przetwarzającego,1
przetwarzający,5
przetwarzających,11
przetwarzającą,1
przetwarzane,57
przetwarzanego,1
przetwarzania,255
przetwarzanie,196
przetwarzaniem,25
przetwarzaniu,58
przetwarzanych,36
przetwarzanym,1
przetwarzać,45
przetwarzały,1
przetworami,11
przetwory,28
przetworzenia,39
przetworzenie,3
przetworzeniem,2
przetworzeniu,13
przetworzona,1
przetworzone,33
przetworzonego,14
przetworzonej,2
przetworzony,6
przetworzonych,61
przetworzonym,5
przetworzonymi,3
przetworzoną,1
przetworów,169
przetwórca,4
przetwórcom,2
przetwórcy,4
przetwórcze,22
przetwórczego,5
przetwórczej,2
przetwórczemu,1
przetwórczy,1
przetwórczych,8
przetwórczym,2
przetwórczymi,24
przetwórczą,5
przetwórców,14
przetwórcą,9
przetwórcę,1
przetwórni,14
przetwórniach,2
przetwórnie,1
przetwórnię,1
przetwórstwa,122
przetwórstwem,32
przetwórstwie,6
przetwórstwo,16
przetwórstwu,2
przetłaczania,5
przetłumaczenie,1
przetłumaczone,3
przetłumaczonego,2
przetłumaczony,3
przetłumaczonym,1
przetłumaczoną,2
przetłumaczyć,2
przewadze,1
przewagi,1
przewagą,1
przeważające,1
przeważającego,1
przeważającej,5
przeważający,1
przeważającym,3
przeważającą,1
przewiduje,190
przewidują,90
przewidując,7
przewidująca,3
przewidujące,2
przewidującego,12
przewidującej,9
przewidujący,2
przewidujących,9
przewidującym,2
przewidującą,4
przewidywalnego,1
przewidywalnych,2
przewidywana,10
przewidywane,66
przewidywanego,28
przewidywanej,32
przewidywanemu,5
przewidywania,1
przewidywaniach,1
przewidywany,56
przewidywanych,71
przewidywanym,49
przewidywanymi,6
przewidywaną,21
przewidywać,82
przewidywał,11
przewidywała,6
przewidywały,2
przewidywań,5
przewidzenia,8
przewidziana,45
przewidziane,359
przewidzianego,126
przewidzianej,144
przewidzianemu,5
przewidziano,25
przewidziany,76
przewidzianych,609
przewidzianym,207
przewidzianymi,14
przewidzianą,38
przewidział,1
przewidziały,1
przewidzieć,59
przewiezienia,2
przewiezienie,2
przewiezieniu,2
przewieziona,2
przewiezione,1
przewiezionego,4
przewieziony,6
przewiezionych,4
przewieźć,3
przewinienia,139
przewinienie,57
przewinieniem,2
przewinieniu,3
przewinień,18
przewiązką,1
przewleka,1
przewlekaniem,3
przewlekle,5
przewleką,1
przewlekłe,2
przewlekłej,7
przewlekłości,1
przewlekłość,6
przewlekłych,2
przewlekłymi,1
przewlekłą,4
przewodach,2
przewodami,2
przewodnictwem,1
przewodniczenia,2
przewodniczenie,2
przewodniczy,35
przewodniczyć,3
przewodniczą,1
przewodniczącego,468
przewodniczącemu,54
przewodniczący,486
przewodniczących,30
przewodniczącym,70
przewodniczącymi,2
przewodnik,1
przewodnika,6
przewodniki,1
przewodników,9
przewodowego,3
przewodowej,2
przewodowy,3
przewodu,51
przewody,9
przewodzie,2
przewodzących,1
przewodów,26
przeworski,2
przewozach,17
przewozami,1
przewozem,28
przewozi,31
przewozie,49
przewozić,1
przewozowa,1
przewozowe,42
przewozowego,30
przewozowej,6
przewozowi,1
przewozowy,10
przewozowych,33
przewozowym,8
przewozowymi,2
przewozową,3
przewozu,445
przewozy,66
przewozów,147
przewoźna,5
przewoźne,2
przewoźnego,2
przewoźnemu,1
przewoźnicy,17
przewoźnik,148
przewoźnika,135
przewoźnikami,2
przewoźnikiem,12
przewoźnikom,8
przewoźnikowi,37
przewoźników,61
przewoźnych,4
przewożenia,21
przewożenie,18
przewożeniem,1
przewożeniu,2
przewożona,2
przewożone,46
przewożonego,8
przewożony,12
przewożonych,30
przewożoną,3
przewożąca,2
przewożące,2
przewożącego,13
przewożący,5
przewożących,8
przewożącym,1
przewożącymi,3
przewracaniem,1
przewyższa,33
przewyższają,6
przewyższające,1
przewyższającego,2
przewyższającej,16
przewyższających,2
przewyższającym,1
przewyższającą,4
przewyższać,19
przewyższały,1
przewyższyć,1
przewyższyła,1
przewód,11
przewóz,196
przewłaszczenia,6
przewłaszczenie,1
przewłaszczeniu,1
przewłaszczone,2
przez,20953
przezeń,3
przezna,4
przeznacza,162
przeznaczają,7
przeznaczając,4
przeznaczające,2
przeznaczane,32
przeznaczania,25
przeznaczanie,3
przeznaczaniu,6
przeznaczany,1
przeznaczanych,5
przeznaczaną,1
przeznaczać,9
przeznaczeni,5
przeznaczenia,279
przeznaczeniach,1
przeznaczenie,208
przeznaczeniem,238
przeznaczeniu,144
przeznaczeń,3
przeznaczona,64
przeznaczone,657
przeznaczonego,90
przeznaczonej,143
przeznaczono,3
przeznaczony,163
przeznaczonych,581
przeznaczonym,38
przeznaczonymi,41
przeznaczoną,76
przeznaczy,3
przeznaczyć,21
przeznaczył,3
przeznaczyła,1
przeznaczyły,1
przeznaczą,3
przezornością,1
przezroczyste,1
przezwyciężania,1
przezwyciężaniu,1
przezwyciężenia,8
przećwiczenia,2
przeładowane,2
przeładowany,1
przeładowanych,1
przeładowuje,2
przeładowywane,3
przeładowywania,3
przeładowywaniu,4
przeładowywać,1
przeładunek,7
przeładunkiem,3
przeładunkowa,3
przeładunkowe,2
przeładunkowej,16
przeładunkowych,8
przeładunkową,2
przeładunku,26
przełamując,1
przełazowych,1
przełożeni,17
przełożenia,1
przełożenie,1
przełożeństwa,1
przełożona,2
przełożone,2
przełożonego,230
przełożonej,1
przełożonemu,36
przełożony,238
przełożonych,93
przełożonym,53
przełożonymi,11
przełyku,1
przełącznikiem,1
przełęcz,1
prześcieradeł,3
prześladowania,5
prześladowanie,2
prześladowaniem,5
prześladowaniom,1
prześladowanych,2
prześladowanym,1
prześladowań,5
prześle,2
prześledzenia,1
prześledzenie,2
przeświadczenie,1
prześwitu,1
przeźrocza,1
przeźroczy,1
przeżuwaczy,4
przeżycia,2
przeżycie,3
przodkach,2
przodkowych,2
przodków,7
przodu,1
przodujących,1
przprzypadku,1
przy,3694
przybicia,18
przybicie,4
przybiciem,1
przybiciu,8
przybliżeniu,1
przybliżonym,2
przybliżoną,3
przybory,2
przybrana,2
przybrane,4
przybranej,6
przybranym,1
przybraną,2
przybrzeżne,3
przybrzeżnej,4
przybrzeżnych,8
przybrzeżnymi,1
przybycia,27
przybyciem,1
przybyciu,4
przybyli,2
przybywa,19
przybywając,2
przybywająca,2
przybywające,3
przybywającego,1
przybywającej,4
przybywających,8
przybywającym,4
przybywającą,6
przybyć,2
przybył,13
przybyła,3
przybyły,1
przybyłych,1
przybyłym,2
przychodach,39
przychodami,113
przychodem,21
przychodni,1
przychodnia,2
przychodniami,1
przychodnie,2
przychodnię,1
przychodom,3
przychodowe,2
przychodowej,1
przychodowych,11
przychodu,228
przychody,515
przychodzie,3
przychodzące,1
przychodzącego,1
przychodzących,4
przychodów,970
przychylając,2
przychylenia,2
przychyli,4
przychylić,3
przychylnym,1
przychód,142
przycięty,1
przycumowania,1
przycumować,1
przyczep,13
przyczepa,4
przyczepach,1
przyczepami,1
przyczepność,1
przyczepy,36
przyczepą,4
przyczepę,4
przycznach,1
przyczyn,611
przyczyna,16
przyczynach,48
przyczynami,11
przyczyni,7
przyczynia,2
przyczyniają,4
przyczyniając,1
przyczyniające,1
przyczyniającej,1
przyczyniający,1
przyczyniających,2
przyczyniali,1
przyczynianie,1
przyczyniać,2
przyczyniał,1
przyczynie,21
przyczynienia,8
przyczynienie,4
przyczynili,11
przyczynią,4
przyczynić,9
przyczynił,10
przyczyniła,2
przyczyniły,10
przyczynom,2
przyczynowego,15
przyczynowo,3
przyczynowy,2
przyczynowym,2
przyczyny,310
przyczyną,37
przyczynę,45
przydatna,1
przydatne,6
przydatnej,1
przydatności,102
przydatnością,1
przydatność,21
przydatny,4
przydatnych,9
przydatnym,3
przydatnymi,1
przydatną,5
przydomowe,1
przydomowy,1
przydomowych,7
przydomową,2
przydrożne,1
przydrożnych,6
przydziale,23
przydział,17
przydziałami,1
przydziałem,1
przydziału,65
przydziały,4
przydziałów,2
przydziela,25
przydzielania,12
przydzielaniem,1
przydzielaniu,2
przydzielany,1
przydzielanych,1
przydzielać,1
przydzieleni,1
przydzielenia,5
przydzielenie,1
przydzieleniu,2
przydzieli,1
przydzielić,8
przydzielone,11
przydzielonego,9
przydzielonej,3
przydzielono,9
przydzielony,9
przydzielonych,19
przydzielonymi,2
przydzieloną,2
przydzielą,1
przygoto,1
przygotowana,1
przygotowane,7
przygotowanego,3
przygotowanej,6
przygotowania,260
przygotowaniach,1
przygotowaniami,1
przygotowanie,148
przygotowaniem,43
przygotowaniu,30
przygotowany,12
przygotowanych,11
przygotowanym,2
przygotowaną,4
przygotowawcza,4
przygotowawcze,43
przygotowawczego,67
przygotowawczej,68
przygotowawczych,11
przygotowawczym,102
przygotowawczymi,2
przygotowawczą,5
przygotować,4
przygotował,2
przygotowała,1
przygotowań,27
przygotowuje,48
przygotowują,6
przygotowując,3
przygotowująca,1
przygotowujące,5
przygotowujących,1
przygotowującą,1
przygotowywana,1
przygotowywane,8
przygotowywanego,2
przygotowywania,42
przygotowywanie,92
przygotowywaniem,6
przygotowywaniu,9
przygotowywany,1
przygotowywanych,2
przygotowywanym,2
przygotowywać,2
przygotuje,4
przygotują,3
przygraniczne,1
przygranicznego,1
przygranicznej,3
przygranicznym,2
przygraniczną,2
przyimek,1
przyjaciół,2
przyjazd,2
przyjazdem,1
przyjazdu,2
przyjazdów,3
przyjazne,1
przyjaznych,2
przyjaźni,3
przyjemny,1
przyjeżdża,1
przyjeżdżających,1
przyjeżdżającym,1
przyjmie,3
przyjmowana,3
przyjmowane,24
przyjmowanego,2
przyjmowanej,2
przyjmowani,1
przyjmowania,105
przyjmowanie,49
przyjmowaniem,7
przyjmowaniu,22
przyjmowany,3
przyjmowanych,38
przyjmowaną,5
przyjmować,33
przyjmuje,313
przyjmują,4
przyjmując,72
przyjmująca,8
przyjmujące,5
przyjmującego,30
przyjmującej,3
przyjmującemu,1
przyjmujący,10
przyjmujących,8
przyjmującym,21
przyjmą,2
przyjąć,51
przyjął,16
przyjęci,3
przyjęcia,405
przyjęcie,138
przyjęciem,28
przyjęciu,121
przyjęli,2
przyjęta,19
przyjęte,126
przyjętego,83
przyjętej,50
przyjętemu,8
przyjęto,8
przyjęty,220
przyjętych,140
przyjętym,82
przyjętymi,26
przyjętą,23
przyjęć,13
przyjęła,10
przyjęłaby,1
przyjęło,1
przyjściem,2
przykryciu,1
przykryty,1
przykrytych,2
przykład,4
przykładami,1
przykładem,1
przykładowe,3
przykładowych,1
przylega,2
przylegającego,1
przylegającej,2
przylegający,1
przylegających,8
przylegającym,1
przylegającą,2
przyleganiu,2
przylegały,2
przyległa,2
przyległe,4
przyległej,6
przyległych,13
przyległym,2
przyległymi,3
przymiotnika,1
przymiotnikowej,2
przymiotu,3
przymocowanej,1
przymulisk,1
przymuliska,1
przymus,21
przymusem,1
przymusowa,14
przymusowe,31
przymusowego,35
przymusowej,52
przymusowemu,18
przymusowo,18
przymusowym,15
przymusowymi,1
przymusową,14
przymusu,161
przymuszania,1
przymuszenia,6
przynaglające,1
przynaglającym,1
przynajmni,2
przynajmniej,110
przynależeć,1
przynależne,1
przynależnego,1
przynależnej,3
przynależności,191
przynależnościami,1
przynależność,81
przynależnych,11
przynależnymi,10
przynależy,1
przynależą,1
przyniesie,1
przyniesione,1
przynieść,8
przyniosłaby,1
przyniosło,1
przyniósł,1
przynosi,8
przynoszenia,1
przynoszą,1
przynoszące,1
przynoszącego,2
przynoszącej,1
przynoszący,1
przynoszących,2
przynoszącą,1
przynęt,1
przypada,83
przypadają,16
przypadająca,20
przypadające,82
przypadającego,39
przypadającej,55
